# {"t_start": 1574979765.983704} 
r,l,t
223.55348,201,2505.878488
224.13766,201,2505.878515
229.72632,201,2505.878541
231.948,201,2505.878566
175.23238,201,2505.878592
177.31837,201,2505.878617
224.03247,201,2505.878642
229.90944,201,2505.878668
174.6968,201,2505.878693
228.95146,201,2506.369962
222.5516,201,2506.370053
232.98615,201,2506.370093
176.87732,201,2506.370123
173.50945,201,2506.370151
216.35393,201,2506.370178
231.13512,201,2506.370205
209.30978,201,2506.370232
177.83078,201,2506.370258
222.53299,201,2506.370284
221.57158,201,2506.37031
223.65501,201,2506.370336
223.47775,201,2506.868037
210.069,201,2506.868128
212.47583,201,2506.868167
209.25513,201,2506.868197
175.12813,201,2506.868225
213.96178,201,2506.868251
229.75955,201,2506.868277
211.58443,201,2506.868302
224.34068,201,2506.868328
236.8025,201,2506.868353
217.40512,201,2506.868378
237.0265,201,2506.868404
177.35637,201,2507.362146
209.91821,201,2507.362231
212.49295,201,2507.362267
225.81726,201,2507.362296
177.83206,201,2507.362323
173.80174,201,2507.362349
240.99512,201,2507.362375
176.74295,201,2507.362401
215.52618,201,2507.362426
229.72858,201,2507.362452
173.50035,201,2507.362477
203.04482,201,2507.362502
214.16429,201,2507.854149
244.07767,201,2507.854237
173.89621,201,2507.854272
222.17358,201,2507.854301
223.87628,201,2507.854328
225.35936,201,2507.854354
215.20677,201,2507.854379
201.60008,201,2507.854404
231.9245,201,2507.85443
239.29451,201,2507.854455
220.36896,201,2507.85448
217.15318,201,2507.854506
200.6687,201,2508.346423
224.40543,201,2508.346512
222.78772,201,2508.346551
211.09909,201,2508.346581
231.25407,201,2508.346608
211.1844,201,2508.346635
213.80128,201,2508.346662
226.03363,201,2508.346688
224.96477,201,2508.346715
223.10413,201,2508.34674
176.29883,201,2508.346766
212.87767,201,2508.346792
222.13075,201,2508.871632
215.51096,201,2508.871723
223.67853,201,2508.871762
199.81693,201,2508.871791
175.52786,201,2508.871819
177.25098,201,2508.871845
212.13461,201,2508.871871
223.72458,201,2508.871897
211.03021,201,2508.871922
210.6586,201,2508.871948
231.38594,201,2508.871973
215.80609,201,2508.871999
221.46794,201,2509.365564
220.92818,201,2509.365651
176.2842,201,2509.365686
229.06885,201,2509.365715
218.4064,201,2509.365741
180.65955,201,2509.365767
175.21402,201,2509.365793
222.91826,201,2509.365818
208.99417,201,2509.365843
222.86523,201,2509.365868
229.1691,201,2509.365892
229.73538,201,2509.365917
177.86972,201,2509.853572
211.04486,201,2509.853661
180.88152,201,2509.853699
175.19586,201,2509.853729
178.68654,201,2509.853757
177.5954,201,2509.853787
214.87474,201,2509.853814
230.95819,201,2509.85384
178.9165,201,2509.853865
242.23987,201,2509.853891
175.62317,201,2509.853915
230.17686,201,2509.85394
174.60327,201,2510.34183
212.01018,201,2510.34192
221.82646,201,2510.341959
217.303,201,2510.341989
222.55785,201,2510.342017
176.7958,201,2510.342044
209.98889,201,2510.342071
181.94263,201,2510.342097
225.92747,201,2510.342123
233.38507,201,2510.342149
235.56071,201,2510.342175
174.31738,201,2510.3422
175.089,201,2510.832552
229.03908,201,2510.83264
222.54988,201,2510.832675
221.32841,201,2510.832703
230.55939,201,2510.832729
222.09036,201,2510.832755
205.60016,201,2510.832781
221.47,201,2510.832806
205.62065,201,2510.832832
224.12764,201,2510.832857
240.97675,201,2510.832882
219.8765,201,2510.832907
178.92137,201,2511.322477
230.28772,201,2511.322565
214.08052,201,2511.322604
226.2716,201,2511.322634
208.72308,201,2511.322663
229.28835,201,2511.32269
208.93622,201,2511.322718
227.80768,201,2511.322744
234.16978,201,2511.32277
173.47621,201,2511.322797
222.44547,201,2511.322823
176.34094,201,2511.322848
233.73257,201,2511.81181
177.58656,201,2511.811899
175.78697,201,2511.811939
230.00885,201,2511.811969
211.60416,201,2511.811997
175.73346,201,2511.812024
223.81644,201,2511.81205
174.67607,201,2511.812076
181.57788,201,2511.812102
224.94006,201,2511.812127
218.99733,201,2511.812153
223.15175,201,2511.812178
209.9274,201,2512.296147
180.82852,201,2512.296237
175.54,201,2512.296272
173.76695,201,2512.2963
229.0316,201,2512.296327
177.65376,201,2512.296353
213.16165,201,2512.296379
175.5675,201,2512.296404
226.34874,201,2512.296429
217.17012,201,2512.296455
226.73654,201,2512.29648
209.71477,201,2512.296505
230.3561,201,2512.783952
201.90694,201,2512.784042
224.01373,201,2512.784077
174.67372,201,2512.784107
211.94495,201,2512.784133
177.73538,201,2512.784159
216.76956,201,2512.784184
202.46355,201,2512.784209
209.8924,201,2512.784234
229.2722,201,2512.784259
177.07625,201,2512.784284
215.02519,201,2512.784309
181.37936,201,2513.276294
228.288,201,2513.276383
174.04286,201,2513.276422
178.4297,201,2513.276451
209.69012,201,2513.27648
210.10217,201,2513.276508
231.87923,201,2513.276534
197.89241,201,2513.276561
177.6035,201,2513.276587
202.71812,201,2513.276613
220.99846,201,2513.276638
218.93797,201,2513.276664
229.60829,201,2513.763698
223.05202,201,2513.763788
201.2063,201,2513.763827
174.03876,201,2513.763858
223.60548,201,2513.763886
175.60669,201,2513.763913
173.27971,201,2513.76394
205.72696,201,2513.763966
219.02783,201,2513.763992
210.10736,201,2513.764018
202.5588,201,2513.764044
223.14137,201,2513.764069
230.23158,201,2514.25328
174.76515,201,2514.253371
213.45445,201,2514.25341
220.85945,201,2514.25344
212.42007,201,2514.253468
226.1259,201,2514.253496
223.8691,201,2514.253522
218.01837,201,2514.253547
228.22462,201,2514.253574
229.37257,201,2514.2536
210.35275,201,2514.253626
213.93085,201,2514.253651
225.33105,201,2514.740065
213.50996,201,2514.740156
174.63629,201,2514.740196
224.59233,201,2514.740226
221.09033,201,2514.740254
212.54642,201,2514.740281
239.89883,201,2514.740308
174.49332,201,2514.740334
182.20863,201,2514.74036
219.99025,201,2514.740386
212.80223,201,2514.740412
177.54651,201,2514.740437
223.85922,201,2515.26167
205.62743,201,2515.261745
215.92972,201,2515.26178
231.12167,201,2515.261809
215.00285,201,2515.261836
221.59909,201,2515.261862
220.51886,201,2515.261888
221.06787,201,2515.261913
230.40355,201,2515.261939
221.17252,201,2515.261964
227.61665,201,2515.26199
174.75378,201,2515.262016
214.63062,201,2515.758944
217.46362,201,2515.759033
215.9852,201,2515.759068
179.04709,201,2515.759096
214.03462,201,2515.759123
212.86623,201,2515.759149
229.61168,201,2515.759175
220.94133,201,2515.759201
223.99478,201,2515.759226
227.30669,201,2515.759251
222.98512,201,2515.759276
179.46118,201,2515.759302
174.75787,201,2516.254177
218.93982,201,2516.254265
244.47592,201,2516.254305
178.917,201,2516.254339
232.4814,201,2516.254368
218.00099,201,2516.254394
176.81717,201,2516.25442
203.15215,201,2516.254447
202.51521,201,2516.254472
208.34808,201,2516.254498
232.41255,201,2516.254523
237.88634,201,2516.254548
230.17235,201,2516.745391
227.33704,201,2516.745479
220.6293,201,2516.745514
173.68527,201,2516.745543
234.62753,201,2516.74557
176.35974,201,2516.745596
218.22302,201,2516.745621
207.99965,201,2516.745647
180.14932,201,2516.745672
200.13673,201,2516.745698
223.6716,201,2516.745723
210.8242,201,2516.745748
174.9032,201,2517.233854
215.33911,201,2517.233944
177.14743,201,2517.233983
211.51964,201,2517.234014
179.50719,201,2517.234042
173.73491,201,2517.234069
236.7996,201,2517.234095
219.57993,201,2517.234122
234.73634,201,2517.234148
173.65437,201,2517.234174
239.2968,201,2517.2342
215.5444,201,2517.234226
216.74734,201,2517.726105
177.50664,201,2517.726196
215.43736,201,2517.726235
174.72557,201,2517.726264
230.27992,201,2517.726292
232.13841,201,2517.726318
215.79366,201,2517.726344
178.351,201,2517.72637
213.37158,201,2517.726396
221.70471,201,2517.726421
220.74811,201,2517.726447
224.74377,201,2517.726472
227.39558,201,2518.210981
217.49715,201,2518.211071
179.26608,201,2518.211105
221.05348,201,2518.211134
179.06213,201,2518.21116
173.40742,201,2518.211186
213.28423,201,2518.211211
217.00992,201,2518.211236
233.25366,201,2518.211262
179.03308,201,2518.211287
208.21158,201,2518.211312
213.31325,201,2518.211337
224.34604,201,2518.694706
179.6941,201,2518.694796
178.40695,201,2518.694831
228.93658,201,2518.69486
229.41846,201,2518.694887
214.75871,201,2518.694914
227.85425,201,2518.694939
174.30957,201,2518.694965
175.39256,201,2518.69499
230.4512,201,2518.695016
222.10698,201,2518.695041
213.15465,201,2518.695066
180.27583,201,2519.188706
214.75839,201,2519.188802
204.3521,201,2519.188848
216.13298,201,2519.188886
231.54099,201,2519.188915
232.9385,201,2519.188942
226.2949,201,2519.188968
217.50572,201,2519.188993
177.69514,201,2519.189019
212.1993,201,2519.189044
237.92674,201,2519.189069
216.08472,201,2519.189094
225.09962,201,2519.677741
228.3444,201,2519.677833
176.59723,201,2519.677871
232.4624,201,2519.677901
211.5257,201,2519.677928
180.39653,201,2519.677955
174.47835,201,2519.677981
215.68874,201,2519.678007
175.13008,201,2519.678033
222.61037,201,2519.678059
218.7539,201,2519.678085
227.30576,201,2519.678109
241.2802,201,2520.163384
181.9699,201,2520.163472
178.99748,201,2520.163511
178.96889,201,2520.163542
217.30476,201,2520.163569
213.49573,201,2520.163596
242.85126,201,2520.163622
221.44156,201,2520.163648
218.45152,201,2520.163674
178.41296,201,2520.1637
217.61444,201,2520.163725
224.74933,201,2520.16375
202.58391,201,2542.314019
215.26904,201,2542.314111
233.41093,201,2542.314148
217.25832,201,2542.314177
214.38591,201,2542.314204
222.80367,201,2542.31423
177.09155,201,2542.314257
175.76784,201,2542.314283
174.97812,201,2542.314308
215.81532,201,2542.314334
212.16216,201,2542.314359
174.83972,201,2542.314384
214.51457,201,2542.797116
216.05579,201,2542.797207
223.45364,201,2542.797246
222.7939,201,2542.797276
182.51492,201,2542.797304
180.54254,201,2542.79733
177.41026,201,2542.797357
224.44048,201,2542.797383
175.38228,201,2542.797409
216.25095,201,2542.797435
221.15486,201,2542.797461
230.28827,201,2542.797487
231.88145,201,2543.282132
218.2536,201,2543.282222
219.19952,201,2543.282258
175.59111,201,2543.282287
208.69093,201,2543.282313
235.67633,201,2543.28234
217.44318,201,2543.282365
177.81392,201,2543.282391
223.06575,201,2543.282416
230.47212,201,2543.282441
215.09254,201,2543.282466
173.54034,201,2543.282491
208.52449,201,2543.771559
174.7683,201,2543.771648
179.31659,201,2543.771683
216.48769,201,2543.771712
177.6835,201,2543.771739
231.65132,201,2543.771765
224.50287,201,2543.771791
201.1592,201,2543.771817
234.42276,201,2543.771842
223.67683,201,2543.771868
227.77504,201,2543.771894
222.63477,201,2543.771918
214.30438,201,2544.252695
210.12248,201,2544.252786
213.76329,201,2544.25282
213.64459,201,2544.252848
212.88919,201,2544.252875
211.11148,201,2544.252901
232.01402,201,2544.252927
221.79906,201,2544.252953
219.88599,201,2544.252979
210.08162,201,2544.253004
179.5824,201,2544.25303
233.48207,201,2544.253055
226.01512,201,2544.740671
230.68825,201,2544.740761
219.11223,201,2544.740798
217.57611,201,2544.740828
214.35042,201,2544.740855
176.54611,201,2544.740881
179.34091,201,2544.740907
216.97325,201,2544.740932
227.94037,201,2544.740958
175.8184,201,2544.740983
242.60434,201,2544.741009
173.59781,201,2544.741034
233.59253,201,2545.222226
178.4402,201,2545.222315
174.10988,201,2545.222349
175.2749,201,2545.222378
210.27734,201,2545.222404
176.34482,201,2545.22243
229.81787,201,2545.222456
213.2959,201,2545.222481
204.306,201,2545.222506
180.58385,201,2545.222531
177.48041,201,2545.222556
222.67497,201,2545.222581
230.43712,201,2545.70468
211.70917,201,2545.704783
224.55037,201,2545.704818
217.42197,201,2545.704846
178.53589,201,2545.704873
220.38776,201,2545.704898
214.02794,201,2545.704923
221.49608,201,2545.704947
200.07478,201,2545.704971
179.10516,201,2545.704996
174.11967,201,2545.70502
214.752,201,2545.705045
222.20761,201,2546.206642
215.8059,201,2546.206731
208.23076,201,2546.206765
178.1966,201,2546.206793
225.64523,201,2546.20682
215.13838,201,2546.206846
176.4376,201,2546.206872
215.55324,201,2546.206898
179.64627,201,2546.206923
173.60484,201,2546.206949
178.66183,201,2546.206974
208.7796,201,2546.206999
176.61183,201,2546.696954
208.08844,201,2546.697043
177.14502,201,2546.697077
211.03862,201,2546.697106
176.3606,201,2546.697133
236.15564,201,2546.697159
173.65024,201,2546.697185
223.16385,201,2546.69721
230.25116,201,2546.697235
177.97519,201,2546.69726
178.80307,201,2546.697284
222.29565,201,2546.697309
237.27463,201,2547.178703
215.25139,201,2547.178793
173.57953,201,2547.178832
239.46098,201,2547.178862
229.13663,201,2547.17889
221.19432,201,2547.178917
212.88765,201,2547.178943
180.60367,201,2547.178969
227.09521,201,2547.178996
223.57086,201,2547.179021
216.38902,201,2547.179047
176.2734,201,2547.179073
220.28877,201,2547.666626
201.97531,201,2547.666716
201.28667,201,2547.666754
224.83858,201,2547.666784
175.56836,201,2547.666812
216.78838,201,2547.666838
208.18552,201,2547.666864
208.74579,201,2547.66689
209.8204,201,2547.666916
229.99152,201,2547.666941
212.41048,201,2547.666967
211.33495,201,2547.666992
212.15407,201,2548.149486
177.26384,201,2548.149575
221.20876,201,2548.149611
224.81274,201,2548.14964
234.13452,201,2548.149668
175.19266,201,2548.149693
176.23044,201,2548.149719
176.50076,201,2548.149744
203.69415,201,2548.14977
223.64116,201,2548.149795
213.99341,201,2548.14982
208.1362,201,2548.149845
200.98027,201,2548.634395
180.05275,201,2548.634484
224.1211,201,2548.634519
237.0039,201,2548.634548
224.31851,201,2548.634576
229.98991,201,2548.634602
231.63441,201,2548.634627
221.56839,201,2548.634653
236.50392,201,2548.634679
209.42767,201,2548.634704
222.03345,201,2548.63473
225.07832,201,2548.634756
220.91628,201,2549.123324
211.93617,201,2549.123421
176.80135,201,2549.123469
207.37494,201,2549.123506
181.695,201,2549.123536
212.67946,201,2549.123563
223.88615,201,2549.123589
239.96852,201,2549.123615
180.1538,201,2549.12364
239.15393,201,2549.123666
222.82436,201,2549.123691
230.68176,201,2549.123716
218.77512,201,2549.606796
211.71538,201,2549.606886
238.22708,201,2549.606927
214.36351,201,2549.606959
179.97366,201,2549.606988
174.87614,201,2549.607018
223.06233,201,2549.607046
239.24277,201,2549.607074
217.0046,201,2549.607102
206.4479,201,2549.607129
209.06256,201,2549.607156
219.52153,201,2549.607183
229.56895,201,2550.090409
179.26195,201,2550.090497
229.94217,201,2550.090532
222.90749,201,2550.09056
221.77307,201,2550.090586
207.63365,201,2550.090612
222.46703,201,2550.090637
177.6934,201,2550.090663
212.2966,201,2550.090688
181.9084,201,2550.090713
216.43909,201,2550.090743
180.53877,201,2550.090769
176.20996,201,2550.573912
182.11917,201,2550.574001
219.35037,201,2550.574041
174.332,201,2550.57407
230.8891,201,2550.574098
228.60284,201,2550.574125
176.18028,201,2550.574152
176.20454,201,2550.574178
225.43416,201,2550.574204
215.50165,201,2550.57423
212.4989,201,2550.574256
237.74683,201,2550.574281
175.65312,201,2551.063884
175.39746,201,2551.063974
222.71391,201,2551.064013
210.35127,201,2551.064044
211.70506,201,2551.064072
217.04547,201,2551.064099
226.82933,201,2551.064126
174.5056,201,2551.064152
223.19637,201,2551.064178
173.80148,201,2551.064204
177.15477,201,2551.064229
218.14362,201,2551.064255
177.08258,201,2551.548157
209.12288,201,2551.548246
217.37834,201,2551.548283
222.0107,201,2551.548312
216.03818,201,2551.54834
199.71036,201,2551.548367
209.63129,201,2551.548394
178.45082,201,2551.548419
176.03001,201,2551.548445
176.93465,201,2551.54847
205.04092,201,2551.548496
175.79044,201,2551.548521
223.94974,201,2552.029088
212.8978,201,2552.029176
216.00616,201,2552.029211
233.687,201,2552.029239
233.20035,201,2552.029265
219.96297,201,2552.029291
222.68513,201,2552.029316
177.99608,201,2552.029341
212.98532,201,2552.029366
173.96635,201,2552.029391
231.03851,201,2552.029416
179.30858,201,2552.029441
231.41782,201,2552.514235
175.26022,201,2552.514323
176.50159,201,2552.514358
174.37766,201,2552.514386
224.61284,201,2552.514412
231.73642,201,2552.514438
215.94571,201,2552.514463
230.59932,201,2552.514488
174.67949,201,2552.514514
178.05115,201,2552.514538
222.16336,201,2552.514563
212.01515,201,2552.514588
179.39186,201,2552.999048
178.34096,201,2552.99914
211.55545,201,2552.999179
209.05495,201,2552.999209
175.26779,201,2552.999237
213.59544,201,2552.999264
228.01764,201,2552.999291
221.06534,201,2552.999317
181.6974,201,2552.999343
233.27768,201,2552.999368
209.10023,201,2552.999394
175.28111,201,2552.99942
210.784,201,2553.484291
221.99481,201,2553.484379
212.50742,201,2553.484413
210.60051,201,2553.484441
229.3413,201,2553.484468
176.19788,201,2553.484494
202.80531,201,2553.48452
204.36516,201,2553.484545
215.25652,201,2553.48457
226.45625,201,2553.484595
209.1864,201,2553.48462
178.27635,201,2553.484645
232.17339,201,2553.974366
207.70091,201,2553.974455
210.36623,201,2553.974494
225.96469,201,2553.974524
175.1602,201,2553.974551
224.07616,201,2553.974577
240.62624,201,2553.974603
210.65298,201,2553.974629
175.99028,201,2553.974654
209.17726,201,2553.974679
174.56807,201,2553.974704
179.18173,201,2553.974729
226.76619,201,2554.459788
222.70105,201,2554.459876
237.81174,201,2554.45991
212.1579,201,2554.459939
175.94632,201,2554.459966
176.33899,201,2554.459992
176.99535,201,2554.460017
235.20456,201,2554.460041
215.93079,201,2554.460067
175.65332,201,2554.460092
173.61632,201,2554.460116
230.08846,201,2554.460141
233.4725,201,2554.942396
238.71326,201,2554.942486
174.3533,201,2554.942524
229.6833,201,2554.942554
175.382,201,2554.942581
179.34341,201,2554.942607
215.98154,201,2554.942634
179.16393,201,2554.94266
213.63486,201,2554.942686
229.71675,201,2554.942712
233.8291,201,2554.942738
174.30597,201,2554.942763
214.805,201,2555.423691
209.48871,201,2555.42378
217.5114,201,2555.423816
208.00858,201,2555.423844
183.97774,201,2555.42387
221.67894,201,2555.423896
176.70422,201,2555.423922
234.19397,201,2555.423947
211.47511,201,2555.423972
223.06227,201,2555.423997
202.28517,201,2555.424022
211.20308,201,2555.424047
217.48195,201,2555.907317
213.71217,201,2555.907406
180.4833,201,2555.907445
178.42168,201,2555.907475
210.18253,201,2555.907502
175.03183,201,2555.907529
229.47781,201,2555.907555
233.62447,201,2555.907581
217.13692,201,2555.907608
215.71133,201,2555.907634
205.88182,201,2555.907659
175.88078,201,2555.907684
222.60704,201,2556.409886
236.16714,201,2556.409975
178.33105,201,2556.41001
176.818,201,2556.410039
229.1334,201,2556.410066
178.37799,201,2556.410091
218.82426,201,2556.410117
234.98808,201,2556.410147
173.98828,201,2556.410173
221.57277,201,2556.410199
180.59985,201,2556.410224
227.10472,201,2556.410249
178.52934,201,2556.90613
209.52516,201,2556.906217
226.85191,201,2556.906252
226.89131,201,2556.90628
215.44455,201,2556.906307
216.71571,201,2556.906334
221.09422,201,2556.906359
179.96268,201,2556.906385
175.2639,201,2556.90641
213.12901,201,2556.906435
227.6089,201,2556.90646
201.65622,201,2556.906485
203.64278,201,2557.393877
182.14674,201,2557.393967
224.29568,201,2557.394007
234.45154,201,2557.394037
217.08624,201,2557.394065
226.05493,201,2557.394092
173.52522,201,2557.394119
222.97879,201,2557.394146
177.01222,201,2557.394172
210.76553,201,2557.394197
210.97594,201,2557.394223
239.01196,201,2557.394248
176.1213,201,2557.877486
178.6893,201,2557.877575
213.5818,201,2557.87761
175.50471,201,2557.877638
229.86043,201,2557.877666
175.74924,201,2557.877692
175.65106,201,2557.877718
232.59242,201,2557.877743
214.86707,201,2557.877769
215.69371,201,2557.877795
176.2005,201,2557.87782
177.27737,201,2557.877853
231.1179,201,2558.363544
219.56718,201,2558.363634
230.54305,201,2558.363669
179.35896,201,2558.363698
179.77164,201,2558.363724
175.49493,201,2558.36375
210.7296,201,2558.363776
217.27113,201,2558.363802
207.01822,201,2558.363828
214.2797,201,2558.363853
178.95204,201,2558.363879
217.36925,201,2558.363904
219.87119,201,2558.85107
176.37242,201,2558.851158
211.73141,201,2558.851193
229.61957,201,2558.851221
233.7826,201,2558.851248
210.279,201,2558.851274
239.99886,201,2558.851299
176.74571,201,2558.851324
221.83159,201,2558.851349
178.18562,201,2558.851374
178.1324,201,2558.851398
201.20073,201,2558.851423
203.30112,201,2559.333992
221.43301,201,2559.334082
222.26466,201,2559.334117
223.71454,201,2559.334146
211.26607,201,2559.334172
226.2279,201,2559.334198
222.94957,201,2559.334223
226.34993,201,2559.334249
230.04642,201,2559.334273
177.4928,201,2559.334298
230.97186,201,2559.334323
204.97572,201,2559.334348
222.11044,201,2559.824157
180.08684,201,2559.824246
213.66142,201,2559.824281
236.10692,201,2559.824311
176.72,201,2559.824338
176.38322,201,2559.824364
211.65033,201,2559.82439
211.3672,201,2559.824415
211.0967,201,2559.824441
224.49739,201,2559.824466
175.11412,201,2559.824491
215.30222,201,2559.824516
217.83995,201,2560.323989
216.51674,201,2560.324077
213.7766,201,2560.324112
177.98062,201,2560.324141
221.231,201,2560.324167
216.97353,201,2560.324193
217.95204,201,2560.324219
176.90414,201,2560.324244
216.97833,201,2560.324269
206.26784,201,2560.324294
236.0987,201,2560.324319
216.22658,201,2560.324344
215.95709,201,2560.824805
227.32646,201,2560.824895
173.71999,201,2560.82493
217.28079,201,2560.82496
221.33678,201,2560.824987
209.54828,201,2560.825014
177.9573,201,2560.82504
213.87749,201,2560.825066
217.68124,201,2560.825091
173.58675,201,2560.825117
178.98228,201,2560.825142
234.24643,201,2560.825167
226.68222,201,2561.310557
225.43735,201,2561.310645
222.92653,201,2561.310685
226.07541,201,2561.310715
208.59822,201,2561.310743
210.00409,201,2561.31077
174.15038,201,2561.310797
173.97784,201,2561.310823
177.68434,201,2561.310849
178.44472,201,2561.310875
206.93985,201,2561.3109
222.32297,201,2561.310926
202.05917,201,2561.792424
213.30705,201,2561.792513
221.53915,201,2561.792548
179.8755,201,2561.792577
232.64934,201,2561.792604
228.52867,201,2561.79263
214.56398,201,2561.792656
222.77348,201,2561.792682
175.98259,201,2561.792707
176.98405,201,2561.792733
212.57672,201,2561.792758
209.30911,201,2561.792783
218.9284,201,2562.2807
180.02965,201,2562.280789
238.6735,201,2562.280828
210.11174,201,2562.280858
214.58415,201,2562.280886
177.69534,201,2562.280913
209.21678,201,2562.280939
230.08737,201,2562.280964
233.06998,201,2562.28099
175.44092,201,2562.281015
215.94809,201,2562.28104
175.07028,201,2562.281065
209.14217,201,2562.766388
175.87555,201,2562.766479
215.30315,201,2562.766517
175.25478,201,2562.766547
173.74094,201,2562.766575
212.5055,201,2562.766606
238.80795,201,2562.766634
206.09811,201,2562.76666
176.19626,201,2562.766685
215.09186,201,2562.76671
214.5468,201,2562.766736
226.49092,201,2562.766761
215.68858,201,2563.249564
208.17017,201,2563.249654
201.76529,201,2563.249688
177.8263,201,2563.249717
221.78775,201,2563.249744
206.92534,201,2563.24977
235.51826,201,2563.249795
215.45721,201,2563.249821
228.80722,201,2563.249846
181.13115,201,2563.249871
221.36465,201,2563.249896
237.78717,201,2563.249921
208.19087,201,2563.733773
177.69316,201,2563.733863
173.67471,201,2563.733902
210.95532,201,2563.733932
222.24535,201,2563.733961
223.34235,201,2563.733988
221.0573,201,2563.734014
221.61858,201,2563.73404
218.10449,201,2563.734066
225.28133,201,2563.734092
217.88441,201,2563.734117
221.47366,201,2563.734143
211.707,201,2564.218368
224.29732,201,2564.218459
176.40805,201,2564.218498
178.58757,201,2564.218528
173.8267,201,2564.218556
241.38239,201,2564.218582
176.30334,201,2564.21861
232.23659,201,2564.218636
237.19067,201,2564.218662
235.81102,201,2564.218687
222.62437,201,2564.218713
213.47444,201,2564.218738
226.4052,201,2564.701334
178.72533,201,2564.701425
228.33084,201,2564.701467
233.71016,201,2564.7015
213.44313,201,2564.701531
230.66396,201,2564.701561
221.13464,201,2564.70159
221.22823,201,2564.701619
213.94112,201,2564.701648
174.6584,201,2564.701675
208.43756,201,2564.701703
179.24036,201,2564.70173
174.59256,201,2565.181623
180.73016,201,2565.181712
215.35675,201,2565.181752
208.97626,201,2565.181782
199.99876,201,2565.18181
222.40118,201,2565.181837
221.70973,201,2565.181863
237.3055,201,2565.181889
209.90948,201,2565.181915
232.11256,201,2565.18194
177.99269,201,2565.181966
229.67471,201,2565.181992
218.48842,201,2565.663488
213.68611,201,2565.663577
223.53151,201,2565.663616
230.51424,201,2565.663645
179.83145,201,2565.663672
214.23566,201,2565.663699
231.06494,201,2565.663725
231.40923,201,2565.663751
178.43365,201,2565.663776
234.28783,201,2565.663801
223.03046,201,2565.663827
217.88075,201,2565.663852
174.04626,201,2566.147931
211.16934,201,2566.14802
174.68219,201,2566.148055
215.04263,201,2566.148084
180.5961,201,2566.148111
232.87259,201,2566.148137
222.71237,201,2566.148162
223.5769,201,2566.148188
214.52527,201,2566.148213
221.56741,201,2566.148238
174.93466,201,2566.148264
176.23474,201,2566.148289
180.31436,201,2566.646909
229.5955,201,2566.646986
229.79655,201,2566.647021
216.65132,201,2566.64705
178.0313,201,2566.647077
210.0593,201,2566.647103
175.25876,201,2566.647129
223.60802,201,2566.647154
217.26646,201,2566.647179
174.77655,201,2566.647205
232.60197,201,2566.64723
173.85515,201,2566.647255
204.24966,201,2567.133536
217.03285,201,2567.133626
178.16716,201,2567.13366
213.09102,201,2567.133688
206.3628,201,2567.133714
216.87706,201,2567.13374
223.71786,201,2567.133765
213.52907,201,2567.13379
199.6586,201,2567.133815
222.11159,201,2567.13384
215.33807,201,2567.133865
176.38281,201,2567.13389
230.29907,201,2567.621038
180.81178,201,2567.62113
222.86037,201,2567.621169
175.51978,201,2567.6212
222.25728,201,2567.621228
235.39865,201,2567.621256
223.75296,201,2567.621282
220.27615,201,2567.621308
237.1419,201,2567.621334
229.00192,201,2567.621359
222.44867,201,2567.621385
176.10802,201,2567.62141
177.44974,201,2568.101983
214.54842,201,2568.102071
175.35736,201,2568.10211
219.59145,201,2568.10214
180.08142,201,2568.102167
182.5987,201,2568.102194
213.35786,201,2568.102219
222.04518,201,2568.102245
173.6228,201,2568.102271
243.26346,201,2568.102296
211.38643,201,2568.102322
223.5438,201,2568.102347
176.21101,201,2568.587087
223.76768,201,2568.587177
173.64592,201,2568.587216
177.80368,201,2568.587247
178.47147,201,2568.587276
175.78526,201,2568.587303
216.27032,201,2568.58733
216.79657,201,2568.587357
177.17027,201,2568.587383
178.66219,201,2568.587409
223.70528,201,2568.587434
219.67297,201,2568.58746
178.09021,201,2569.066994
215.35336,201,2569.067085
175.75438,201,2569.067129
210.36008,201,2569.067161
224.20126,201,2569.067189
180.47699,201,2569.067216
177.93398,201,2569.067243
175.49983,201,2569.067269
214.5701,201,2569.067295
221.65758,201,2569.067321
222.70142,201,2569.067347
232.0742,201,2569.067373
224.09007,201,2569.554493
224.04082,201,2569.554582
212.24283,201,2569.554617
223.67484,201,2569.554645
174.8123,201,2569.554672
173.79962,201,2569.554698
237.5663,201,2569.554723
208.06581,201,2569.554748
223.0655,201,2569.554773
209.59926,201,2569.554798
212.51543,201,2569.554824
232.28142,201,2569.554849
216.855,201,2570.036314
176.74527,201,2570.036402
239.80908,201,2570.036437
173.72995,201,2570.036465
230.26463,201,2570.036492
243.47418,201,2570.036518
221.87892,201,2570.036543
179.66927,201,2570.036568
179.71066,201,2570.036593
236.51357,201,2570.036618
212.58302,201,2570.036643
216.32745,201,2570.036668
215.38722,201,2570.524224
241.09471,201,2570.524312
176.0022,201,2570.524347
221.0582,201,2570.524376
174.0693,201,2570.524402
215.57318,201,2570.524427
239.82266,201,2570.524453
241.33383,201,2570.524478
174.34607,201,2570.524502
222.0994,201,2570.524527
214.4114,201,2570.524552
203.79997,201,2570.524577
178.67216,201,2571.001518
178.49425,201,2571.001607
222.03064,201,2571.001641
173.69405,201,2571.001669
174.37906,201,2571.001695
177.02669,201,2571.001721
174.63605,201,2571.001747
176.57607,201,2571.001772
210.7138,201,2571.001797
208.82349,201,2571.001822
177.42072,201,2571.001847
